"","HostCode","Date","SiteCode","SpeciesCode","CollectionCode","Lifestage","Dissector","DissectionCondition","GosnerStage","TarichaLarvaeStage","SVL","TailLength","TotalLength","Malformed","Sex","collDate","visit","SecYr","tot.para","BDinf","aveZE","Alaria","Cephalogonimus","Echinostoma","Gorgoderid_Metacercaria","Gyrinicola_batrachiensis","Manodistomum_syntomentera","Megalobatrachonema_moraveci","Nematode","Oxyurid","Ribeiroia_ondatrae","Nyctotherus","Opalina","Tritrichomonas"
"225","TGIF_20170718_TATO_105",20170718,"TGIF","TATO","TGIF_20170718","Larva","CM","Freshly Euthanized",NA,"4T",13.09,8.57,21.66,"N","Unknown","2017-07-18",5,NA,4,0,0,0,0,0,1,0,6,1,0,0,10,0,0,0
"226","PRPND009_20170628_PSRE_108",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Freshly Euthanized",35,"",13.11,19.73,32.84,"N","Unknown","2017-06-28",4,NA,2,1,2.067896642,0,0,9,0,0,0,0,0,0,4,0,0,0
"227","PRPND015_20170514_TATO_110",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"5T",13.12,10,23.12,"N","Unknown","2017-05-14",2,NA,0,0,1.452327867,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","PRNTHIDK_20170629_TATO_106",20170629,"PRNTHIDK","TATO","PRNTHIDK_20170629","Larva","TR","Freshly Euthanized",NA,"5T",13.16,9.4,22.56,"N","Unknown","2017-06-29",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","PRPND015_20170514_PSRE_102",20170514,"PRPND015","PSRE","PRPND015_20170514","Larva","AO","Dead on Arrival",37,"",13.18,18.24,31.42,"N","Unknown","2017-05-14",2,NA,0,1,2079.386105,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","PRNTHIDK_20170513_TATO_008",20170513,"PRNTHIDK","TATO","PRNTHIDK_20170513","Larva","DC","Freshly Euthanized",NA,"eT Stage",13.2,11.1,24.3,"N","Unknown","2017-05-13",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","PRNTH4_20170719_PSRE_108",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","CM","Freshly Euthanized",47,"",13.23,21.23,34.46,"N","Unknown","2017-07-19",5,NA,3,1,16.74710803,0,0,26,0,0,0,0,0,0,0,1,1,0
"232","PRPND014_20170606_PSRE_107",20170606,"PRPND014","PSRE","PRPND014_20170606","Larva","CM","Freshly Euthanized",32,"",13.24,23.99,37.23,"N","Unknown","2017-06-06",3,NA,5,0,0,0,0,8,0,4,0,0,0,0,9,1,1,0
"233","PRNTH4_20170607_TATO_009",20170607,"PRNTH4","TATO","PRNTH4_20170607","Larva","TR","Freshly Euthanized",NA,"5T",13.26,15.32,28.58,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"234","PRNTH1_20170608_TATO_110",20170608,"PRNTH1","TATO","PRNTH1_20170608","Larva","TR","Freshly Euthanized",NA,"5T",13.27,10.87,24.14,"N","Unknown","2017-06-08",3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"235","PRNTHOWL_20170607_PSRE_104",20170607,"PRNTHOWL","PSRE","PRNTHOWL_20170607","Larva","CM","Freshly Euthanized",40,"",13.27,18.64,31.91,"N","Unknown","2017-06-07",3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"236","PRNTH4_20170513_TATO_005",20170513,"PRNTH4","TATO","PRNTH4_20170513","Larva","TR","Freshly Euthanized",NA,"5T",13.29,15.95,29.24,"N","Unknown","2017-05-13",2,NA,1,1,5.172764853,0,0,0,0,0,0,1,0,0,0,0,0,0
"237","PRNTHMIT_20170513_PSRE_107",20170513,"PRNTHMIT","PSRE","PRNTHMIT_20170513","Larva","AO","Dead on Arrival (Decomposed)",35,"",13.3,14.9,28.2,"N","Unknown","2017-05-13",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","PRNTH4_20170719_PSRE_106",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Larva","CM","Freshly Euthanized",36,"",13.31,19.72,33.03,"N","Unknown","2017-07-19",5,NA,3,0,0,0,0,51,0,0,0,0,0,0,0,1,1,0
"239","PRPND009_20170628_PSRE_102",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Freshly Euthanized",36,"",13.32,22.37,35.69,"N","Unknown","2017-06-28",4,NA,5,0,0,0,0,16,0,0,0,0,2,0,52,1,1,0
"240","PRPND009_20170327_PSRE_103",20170327,"PRPND009","PSRE","PRPND009_20170327","Larva","DC","Freshly Euthanized",27,"",13.34,21.28,34.62,"N","Unknown","2017-03-27",1,NA,1,1,325752.9089,0,0,6,0,0,0,0,0,0,0,0,0,0
"241","PRNTHMIT_20170513_PSRE_108",20170513,"PRNTHMIT","PSRE","PRNTHMIT_20170513","Larva","AO","Dead on Arrival",33,"",13.36,18.06,31.42,"N","Female","2017-05-13",2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0
"242","PRNTHOWL_20170607_PSRE_101",20170607,"PRNTHOWL","PSRE","PRNTHOWL_20170607","Larva","CM","Freshly Euthanized",37,"",13.36,26.91,40.27,"N","Unknown","2017-06-07",3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"243","PRNTH4_20170513_PSRE_006",20170513,"PRNTH4","PSRE","PRNTH4_20170513","Larva","CM","Freshly Euthanized",38,"",13.37,17,30.37,"N","Unknown","2017-05-13",2,NA,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0
"244","PRPND014_20170606_PSRE_110",20170606,"PRPND014","PSRE","PRPND014_20170606","Larva","CM","Freshly Euthanized",35,"",13.37,22.86,36.23,"N","Unknown","2017-06-06",3,NA,0,0,0.00325616,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","PRNTHIDK_20170629_PSRE_104",20170629,"PRNTHIDK","PSRE","PRNTHIDK_20170629","Larva","TR","Dead on Arrival",34,"",13.39,19.71,33.1,"N","Female","2017-06-29",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","PRNTHOWL_20170513_PSRE_003",20170513,"PRNTHOWL","PSRE","PRNTHOWL_20170513","Larva","TR","Freshly Euthanized",41,"",13.4,14.38,27.78,"N","Female","2017-05-13",2,NA,3,1,27.43393688,0,0,0,0,0,0,0,0,1,0,1,1,0
"247","PRPND014_20170628_PSRE_008",20170628,"PRPND014","PSRE","PRPND014_20170628","Larva","KL","Freshly Euthanized",37,"",13.4,18.15,31.55,"N","Unknown","2017-06-28",4,NA,5,0,0,1,5,8,0,0,0,0,0,0,4,1,0,0
"248","PRNTHMIT_20170513_TATO_009",20170513,"PRNTHMIT","TATO","PRNTHMIT_20170513","Larva","TR","Dead on Arrival",NA,"4T",13.41,10.15,23.56,"N","Unknown","2017-05-13",2,NA,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"249","PRPND014_20170628_PSRE_005",20170628,"PRPND014","PSRE","PRPND014_20170628","Larva","KL","Freshly Euthanized",35,"",13.44,20.1,33.54,"N","Unknown","2017-06-28",4,NA,5,0,0,0,0,10,0,0,4,0,0,0,15,1,1,0
"250","PRPND009_20170606_TATO_102",20170606,"PRPND009","TATO","PRPND009_20170606","Larva","TR","Freshly Euthanized",NA,"5T",13.45,10.98,24.43,"N","Unknown","2017-06-06",3,NA,0,1,2.245945648,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","PRPND015_20170514_TATO_102",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"4T",13.45,12.32,25.77,"N","Unknown","2017-05-14",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","PRNTH4_20170719_PSRE_107",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Larva","CM","Freshly Euthanized",40,"",13.46,17.76,31.22,"N","Unknown","2017-07-19",5,NA,3,0,0.424654293,0,0,0,0,0,0,0,0,0,7,1,1,0
"253","PRPND010_20170628_PSRE_009",20170628,"PRPND010","PSRE","PRPND010_20170628","Metamorph","KL","Freshly Euthanized",47,"",13.46,25.29,38.75,"Y","Unknown","2017-06-28",4,NA,3,1,8.436685633,0,0,68,0,10,0,0,0,0,55,0,0,0
"254","PRNTHMIT_20170607_PSRE_103",20170607,"PRNTHMIT","PSRE","PRNTHMIT_20170607","Larva","CM","Dead on Arrival (Decomposed)",28,"",13.48,7.94,21.42,"N","Unknown","2017-06-07",3,NA,1,0,0.003376213,0,0,0,0,0,0,0,0,0,0,0,0,1
"255","PRPND009_20170516_PSRE_008",20170516,"PRPND009","PSRE","PRPND009_20170516","Larva","CM","Dead on Arrival",34,"",13.48,16.75,30.23,"N","Unknown","2017-05-16",2,NA,2,0,0,0,0,12,0,0,0,0,0,0,116,0,0,0
"256","PRPND010_20170606_TATO_004",20170606,"PRPND010","TATO","PRPND010_20170606","Larva","TR","Freshly Euthanized",NA,"5T",13.49,16.29,29.78,"N","Unknown","2017-06-06",3,NA,2,0,0,0,0,4,0,0,0,0,0,0,81,0,0,0
"257","PRNTH4_20170719_PSRE_103",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Larva","CM","Dead on Arrival",36,"",13.54,18.02,31.56,"N","Unknown","2017-07-19",5,NA,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0
"258","PRPND015_20170514_PSRE_101",20170514,"PRPND015","PSRE","PRPND015_20170514","Larva","AO","Dead on Arrival",32,"",13.59,11.32,24.91,"N","Unknown","2017-05-14",2,NA,3,1,1.73895168,0,0,0,0,4,0,0,0,0,0,1,1,0
"259","TGIF_20170516_PSRE_108",20170516,"TGIF","PSRE","TGIF_20170516","Larva","TR","Dead on Arrival",34,"",13.6,19.2,32.8,"N","Female","2017-05-16",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","PRPND009_20170606_TATO_108",20170606,"PRPND009","TATO","PRPND009_20170606","Larva","TR","Freshly Euthanized",NA,"5T",13.61,11.38,24.99,"N","Unknown","2017-06-06",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0
"261","PRPND015_20170606_TATO_107",20170606,"PRPND015","TATO","PRPND015_20170606","Larva","TR","Freshly Euthanized",NA,"5T",13.64,10.83,24.47,"N","Unknown","2017-06-06",3,NA,1,1,4.55129063,0,0,0,0,0,0,0,0,0,2,0,0,0
"262","PRNTHOWL_20170629_PSRE_101",20170629,"PRNTHOWL","PSRE","PRNTHOWL_20170629","Metamorph","DC","Freshly Euthanized",47,"",13.67,20.48,34.15,"N","Female","2017-06-29",4,NA,3,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0
"263","PRNTHIDK_20170607_TATO_008",20170607,"PRNTHIDK","TATO","PRNTHIDK_20170607","Larva","TR","Freshly Euthanized",NA,"4T",13.67,11.69,25.36,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"264","PRPND015_20170514_TATO_106",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"5T",13.69,10.7,24.39,"N","Unknown","2017-05-14",2,NA,0,0,1.88174784,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","PRPND015_20170628_PSRE_003",20170628,"PRPND015","PSRE","PRPND015_20170628","Metamorph","CM","Freshly Euthanized",47,"",13.69,0,13.69,"N","Unknown","2017-06-28",4,NA,4,1,6112.630988,0,0,6,0,0,0,0,0,0,5,1,1,0
"266","PRPND014_20170514_TATO_109",20170514,"PRPND014","TATO","PRPND014_20170514","Larva","TR","Freshly Euthanized",NA,"5T",13.73,15.71,29.44,"N","Unknown","2017-05-14",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","PRNTHMIT_20170719_PSRE_109",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Larva","TR","Freshly Euthanized",41,"",13.74,18.54,32.28,"N","Female","2017-07-19",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","PRNTH4_20170629_PSRE_004",20170629,"PRNTH4","PSRE","PRNTH4_20170629","Metamorph","TR","Freshly Euthanized",47,"",13.75,0,13.75,"N","Male","2017-06-29",4,NA,3,0,0,0,2,21,0,0,0,0,0,0,0,0,1,0
"269","PRPND009_20170628_PSRE_105",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Dead on Arrival",40,"",13.75,17.44,31.19,"N","Unknown","2017-06-28",4,NA,3,1,6.815027925,0,0,0,0,14,0,0,0,0,40,1,0,0
"270","PRPND014_20170606_PSRE_105",20170606,"PRPND014","PSRE","PRPND014_20170606","Larva","CM","Freshly Euthanized",35,"",13.75,28.68,42.43,"N","Unknown","2017-06-06",3,NA,3,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0
"271","PRPND015_20170606_TATO_105",20170606,"PRPND015","TATO","PRPND015_20170606","Larva","TR","Freshly Euthanized",NA,"5T",13.75,10.39,24.14,"N","Unknown","2017-06-06",3,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","PRPND015_20170628_PSRE_005",20170628,"PRPND015","PSRE","PRPND015_20170628","Metamorph","CM","Freshly Euthanized",47,"",13.78,0,13.78,"N","Unknown","2017-06-28",4,NA,4,1,81.59193357,0,0,10,0,0,0,0,0,0,4,1,1,0
"273","PRNTH4_20170629_PSRE_010",20170629,"PRNTH4","PSRE","PRNTH4_20170629","Metamorph","KL","Dead on Arrival (Decomposed)",47,"",13.8,10.59,24.39,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"274","PRNTHMIT_20170719_PSRE_102",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Larva","TR","Freshly Euthanized",40,"",13.83,32.79,46.62,"N","Female","2017-07-19",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","PRPND014_20170718_PSRE_102",20170718,"PRPND014","PSRE","PRPND014_20170718","Larva","CM","Freshly Euthanized",41,"",13.84,23.77,37.61,"N","Unknown","2017-07-18",5,NA,4,1,1.641287067,0,0,15,0,0,0,0,0,0,2,1,1,0
"276","PRPND010_20170516_TATO_110",20170516,"PRPND010","TATO","PRPND010_20170516","Larva","TR","Dead on Arrival",NA,"3T",13.85,13.5,27.35,"N","Unknown","2017-05-16",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"277","PRNTHIDK_20170629_PSRE_107",20170629,"PRNTHIDK","PSRE","PRNTHIDK_20170629","Larva","TR","Dead on Arrival",37,"",13.85,19.89,33.74,"N","Female","2017-06-29",4,NA,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"278","PRNTHIDK_20170607_PSRE_001",20170607,"PRNTHIDK","PSRE","PRNTHIDK_20170607","Metamorph","KL","Freshly Euthanized",47,"",13.86,24.11,37.97,"N","Unknown","2017-06-07",3,NA,6,0,0,0,0,3,0,0,1,0,6,0,0,1,1,1
"279","PRNTH4_20170607_TATO_004",20170607,"PRNTH4","TATO","PRNTH4_20170607","Larva","TR","Freshly Euthanized",NA,"5T",13.88,11.45,25.33,"N","Unknown","2017-06-07",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","PRNTHIDK_20170513_PSRE_002",20170513,"PRNTHIDK","PSRE","PRNTHIDK_20170513","Larva","CM","Freshly Euthanized",36,"",13.88,22.05,35.93,"N","Unknown","2017-05-13",2,NA,3,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0
"281","PRNTH4_20170719_PSRE_009",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","TR","Freshly Euthanized",47,"",13.89,0,13.89,"N","Female","2017-07-19",5,NA,3,0,0,0,1,70,0,0,0,0,0,0,0,0,1,0
"282","PRNTH1_20170608_PSRE_002",NA,"PRNTH1","PSRE","PRNTH1_20170608","Larva","KL","Freshly Euthanized",29,"",13.9,23.36,37.26,"N","Unknown","2017-06-08",3,NA,4,NA,NA,0,0,1,0,1,0,0,0,0,0,1,1,0
"283","PRNTH1_20170629_PSRE_108",20170629,"PRNTH1","PSRE","PRNTH1_20170629","Larva","CM","Freshly Euthanized",41,"",13.93,15.16,29.09,"N","Unknown","2017-06-29",4,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"284","PRNTHIDK_20170607_PSRE_005",20170607,"PRNTHIDK","PSRE","PRNTHIDK_20170607","Metamorph","KL","Freshly Euthanized",47,"",13.99,17,30.99,"N","Unknown","2017-06-07",3,NA,5,0,0,0,4,1,0,3,6,0,0,0,0,1,0,0
"285","PRPND015_20170514_TATO_105",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"4T",14,8.43,22.43,"N","Unknown","2017-05-14",2,NA,0,0,1.765795947,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","PRPND009_20170516_PSRE_005",20170516,"PRPND009","PSRE","PRPND009_20170516","Larva","CM","Dead on Arrival",36,"",14.01,20.68,34.69,"N","Unknown","2017-05-16",2,NA,3,1,0.0117752,0,0,17,0,0,0,0,1,0,46,0,0,0
"287","PRPND009_20170718_PSRE_003",20170718,"PRPND009","PSRE","PRPND009_20170718","Metamorph","CM","Freshly Euthanized",47,"",14.01,0,14.01,"N","Unknown","2017-07-18",5,NA,3,0,0,0,0,6,0,0,0,0,0,0,71,0,1,0
"288","PRNTH4_20170513_PSRE_004",20170513,"PRNTH4","PSRE","PRNTH4_20170513","Larva","CM","Freshly Euthanized",38,"",14.03,21.33,35.36,"N","Unknown","2017-05-13",2,NA,3,1,1.47340984,0,0,0,0,8,0,0,0,0,0,1,1,0
"289","PRNTH4_20170719_PSRE_004",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","KL","Freshly Euthanized",47,"",14.03,0,14.03,"N","Male","2017-07-19",5,NA,3,0,0,0,0,13,0,0,0,0,0,0,5,0,1,0
"290","PRNTH4_20170719_PSRE_102",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Larva","CM","Dead on Arrival",37,"",14.05,18.06,32.11,"N","Unknown","2017-07-19",5,NA,4,1,1.220184376,0,1,24,0,0,0,0,0,0,3,0,1,0
"291","PRNTHOWL_20170513_TATO_007",20170513,"PRNTHOWL","TATO","PRNTHOWL_20170513","Larva","TR","Dead on Arrival",NA,"5T",14.06,12.26,26.32,"N","Unknown","2017-05-13",2,NA,0,1,3.119354644,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","PRPND014_20170514_TATO_106",20170514,"PRPND014","TATO","PRPND014_20170514","Larva","TR","Freshly Euthanized",NA,"5T",14.06,15.07,29.13,"N","Unknown","2017-05-14",2,NA,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"293","PRPND015_20170514_PSRE_109",20170514,"PRPND015","PSRE","PRPND015_20170514","Larva","AO","Dead on Arrival",35,"",14.06,15.26,29.32,"N","Female","2017-05-14",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","PRNTH1_20170719_PSRE_102",NA,"PRNTH1","PSRE","PRNTH1_20170719","Larva","TR","Freshly Euthanized",40,"",14.08,27.79,41.87,"N","Female","2017-07-19",5,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","PRNTHMIT_20170629_PSRE_002",20170629,"PRNTHMIT","PSRE","PRNTHMIT_20170629","Larva","KL","Freshly Euthanized",36,"",14.09,23.96,38.05,"N","Unknown","2017-06-29",4,NA,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
"296","PRPND014_20170606_TATO_108",20170606,"PRPND014","TATO","PRPND014_20170606","Larva","CM","Freshly Euthanized",NA,"5T",14.09,11.03,25.12,"N","Unknown","2017-06-06",3,NA,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
"297","PRNTH1_20170516_PSRE_206",20170516,"PRNTH1","PSRE","PRNTH1_20170516","Larva","DC","Dead on Arrival",28,"",14.11,26.23,40.34,"N","Unknown","2017-05-16",2,NA,0,1,8.854970453,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","PRPND010_20170718_TATO_106",20170718,"PRPND010","TATO","PRPND010_20170718","Larva","AO","Freshly Euthanized",NA,"5T",14.12,12.55,26.67,"N","Unknown","2017-07-18",5,NA,2,0,5.781231351,0,0,28,0,0,0,0,0,0,113,0,0,0
"299","PRNTHOWL_20170629_PSRE_100",20170629,"PRNTHOWL","PSRE","PRNTHOWL_20170629","Metamorph","DC","Dead on Arrival (Decomposed)",47,"",14.14,18.79,32.93,"N","Female","2017-06-29",4,NA,2,0,6.056121404,0,0,39,0,0,0,0,0,0,9,0,0,0
"300","PRPND009_20170327_PSRE_102",20170327,"PRPND009","PSRE","PRPND009_20170327","Larva","DC","Freshly Euthanized",27,"",14.14,17.2,31.34,"N","Unknown","2017-03-27",1,NA,0,1,5456.81484,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","PRNTH1_20170719_PSRE_105",20170719,"PRNTH1","PSRE","PRNTH1_20170719","Larva","TR","Freshly Euthanized",36,"",14.15,18.07,32.22,"N","Female","2017-07-19",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","PRNTH4_20170812_TATO_110",NA,"PRNTH4","TATO","PRNTH4_20170812","Larva","TR","Freshly Euthanized",NA,"5T",14.15,12.79,26.94,"N","Unknown","2017-08-12",6,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0
"303","PRPND009_20170628_PSRE_106",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Freshly Euthanized",36,"",14.18,25.54,39.72,"N","Unknown","2017-06-28",4,NA,4,0,0.044666933,0,0,14,0,0,0,0,0,0,6,1,1,0
"304","PRPND009_20170718_PSRE_100",20170718,"PRPND009","PSRE","PRPND009_20170718","Larva","AO","Freshly Euthanized",39,"",14.18,25.82,40,"N","Unknown","2017-07-18",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","PRPND010_20170516_PSRE_103",20170516,"PRPND010","PSRE","PRPND010_20170516","Larva","CM","Dead on Arrival",32,"",14.19,18.9,33.09,"N","Unknown","2017-05-16",2,NA,1,1,167.5756694,0,0,0,0,0,0,0,0,0,15,0,0,0
"306","PRNTHIDK_20170513_TATO_006",20170513,"PRNTHIDK","TATO","PRNTHIDK_20170513","Larva","DC","Freshly Euthanized",NA,"2T",14.19,12.84,27.03,"N","Unknown","2017-05-13",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","PRNTHOWL_20170629_TATO_109",20170629,"PRNTHOWL","TATO","PRNTHOWL_20170629","Larva","DC","Freshly Euthanized",NA,"4T",14.23,12.45,26.68,"N","Unknown","2017-06-29",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","PRNTH4_20170607_PSRE_010",20170607,"PRNTH4","PSRE","PRNTH4_20170607","Larva","KL","Freshly Euthanized",35,"",14.25,24.48,38.73,"N","Unknown","2017-06-07",3,NA,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"309","PRNTHMIT_20170719_PSRE_101",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Larva","TR","Freshly Euthanized",41,"",14.25,32.69,46.94,"N","Female","2017-07-19",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","PRPND009_20170606_PSRE_006",20170606,"PRPND009","PSRE","PRPND009_20170606","Metamorph","KL","Freshly Euthanized",47,"",14.26,21.68,35.94,"N","Unknown","2017-06-06",3,NA,5,0,1755.337118,0,0,8,0,2,0,0,0,0,6,1,1,0
"311","PRNTH4_20170513_TATO_004",20170513,"PRNTH4","TATO","PRNTH4_20170513","Larva","TR","Freshly Euthanized",NA,"5T",14.28,16.77,31.05,"N","Unknown","2017-05-13",2,NA,1,1,4.39321568,0,0,0,0,0,0,2,0,0,0,0,0,0
"312","PRNTH4_20170607_TATO_005",20170607,"PRNTH4","TATO","PRNTH4_20170607","Larva","TR","Dead on Arrival",NA,"4T",14.28,16.45,30.73,"N","Unknown","2017-06-07",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","TGIF_20170718_TATO_104",20170718,"TGIF","TATO","TGIF_20170718","Larva","CM","Freshly Euthanized",NA,"4T",14.29,8.9,23.19,"N","Unknown","2017-07-18",5,NA,2,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0
"314","PRNTH1_20170719_PSRE_004",20170719,"PRNTH1","PSRE","PRNTH1_20170719","Metamorph","CM","Freshly Euthanized",47,"",14.3,0,14.3,"N","Unknown","2017-07-19",5,NA,3,0,0,0,0,59,0,0,0,0,0,0,0,1,1,0
"315","PRNTHOWL_20170607_PSRE_107",20170607,"PRNTHOWL","PSRE","PRNTHOWL_20170607","Larva","CM","Freshly Euthanized",40,"",14.3,30.41,44.71,"N","Unknown","2017-06-07",3,NA,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
"316","PRNTH1_20170516_PSRE_103",20170516,"PRNTH1","PSRE","PRNTH1_20170516","Larva","DC","Dead on Arrival",28,"",14.33,24.66,38.99,"N","Unknown","2017-05-16",2,NA,0,1,296.3037847,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","PRNTH1_20170629_TATO_101",20170629,"PRNTH1","TATO","PRNTH1_20170629","Larva","TR","Freshly Euthanized",NA,"5T",14.34,15.12,29.46,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"318","PRNTHIDK_20170607_PSRE_004",20170607,"PRNTHIDK","PSRE","PRNTHIDK_20170607","Metamorph","KL","Freshly Euthanized",47,"",14.34,25.12,39.46,"N","Unknown","2017-06-07",3,NA,5,0,0,0,10,0,0,2,6,0,0,0,0,1,1,0
"319","PRNTH1_20170629_PSRE_106",20170629,"PRNTH1","PSRE","PRNTH1_20170629","Larva","CM","Freshly Euthanized",36,"",14.35,18.05,32.4,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"320","PRNTH4_20170607_PSRE_004",20170607,"PRNTH4","PSRE","PRNTH4_20170607","Larva","KL","Freshly Euthanized",31,"",14.35,24.23,38.58,"N","Unknown","2017-06-07",3,NA,3,0,0,0,0,7,0,2,0,0,0,0,0,0,1,0
"321","PRPND009_20170628_PSRE_110",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Freshly Euthanized",35,"",14.35,17.98,32.33,"N","Unknown","2017-06-28",4,NA,3,1,125.3817408,0,0,0,0,1,0,0,0,0,0,1,1,0
"322","PRNTHIDK_20170607_PSRE_007",20170607,"PRNTHIDK","PSRE","PRNTHIDK_20170607","Metamorph","KL","Freshly Euthanized",47,"",14.36,28.25,42.61,"N","Unknown","2017-06-07",3,NA,5,0,0,0,5,2,0,4,4,0,0,0,0,1,0,0
"323","PRNTHIDK_20170607_TATO_010",20170607,"PRNTHIDK","TATO","PRNTHIDK_20170607","Larva","TR","Freshly Euthanized",NA,"4T",14.36,12.45,26.81,"N","Unknown","2017-06-07",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","PRNTHOWL_20170607_PSRE_106",20170607,"PRNTHOWL","PSRE","PRNTHOWL_20170607","Larva","CM","Freshly Euthanized",39,"",14.37,22.84,37.21,"N","Unknown","2017-06-07",3,NA,3,1,507.6218516,0,0,0,0,2,0,0,0,0,0,1,1,0
"325","PRPND009_20170516_PSRE_010",20170516,"PRPND009","PSRE","PRPND009_20170516","Larva","CM","Freshly Euthanized",41,"",14.37,25.83,40.2,"N","Unknown","2017-05-16",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
