"","HostCode","Date","SiteCode","SpeciesCode","CollectionCode","Lifestage","Dissector","DissectionCondition","GosnerStage","TarichaLarvaeStage","SVL","TailLength","TotalLength","Malformed","Sex","collDate","visit","SecYr","tot.para","BDinf","aveZE","Alaria","Cephalogonimus","Echinostoma","Gorgoderid_Metacercaria","Gyrinicola_batrachiensis","Manodistomum_syntomentera","Megalobatrachonema_moraveci","Nematode","Oxyurid","Ribeiroia_ondatrae","Nyctotherus","Opalina","Tritrichomonas"
"512","PRNTH4_20170513_PSRE_002",20170513,"PRNTH4","PSRE","PRNTH4_20170513","Larva","CM","Freshly Euthanized",40,"",16.4,18.63,35.03,"N","Unknown","2017-05-13",2,NA,3,1,9.443739882,0,0,12,0,0,0,0,0,0,0,1,1,0
"513","PRNTHIDK_20170607_TATO_005",20170607,"PRNTHIDK","TATO","PRNTHIDK_20170607","Larva","TR","Freshly Euthanized",NA,"5T",16.401,12.3,28.701,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"514","PRNTHIDK_20170629_TATO_102",20170629,"PRNTHIDK","TATO","PRNTHIDK_20170629","Larva","TR","Freshly Euthanized",NA,"5T",16.43,14.32,30.75,"N","Unknown","2017-06-29",4,NA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"515","PRNTHIDK_20170629_TATO_101",20170629,"PRNTHIDK","TATO","PRNTHIDK_20170629","Larva","TR","Freshly Euthanized",NA,"5T",16.44,15.09,31.53,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"516","PRPND015_20170514_TATO_111",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"5T",16.45,13.76,30.21,"N","Unknown","2017-05-14",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","PRPND009_20170516_PSRE_002",20170516,"PRPND009","PSRE","PRPND009_20170516","Larva","CM","Dead on Arrival",40,"",16.47,24.9,41.37,"N","Unknown","2017-05-16",2,NA,5,0,0,0,0,34,0,8,0,0,0,0,47,1,1,0
"518","PRPND014_20170718_PSRE_009",20170718,"PRPND014","PSRE","PRPND014_20170718","Metamorph","CM","Freshly Euthanized",47,"",16.47,0,16.47,"N","Unknown","2017-07-18",5,NA,6,0,0,0,7,29,0,0,10,0,0,0,60,1,1,0
"519","PRNTH4_20170629_TATO_107",20170629,"PRNTH4","TATO","PRNTH4_20170629","Larva","TR","Freshly Euthanized",NA,"5T",16.48,14.11,30.59,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"520","PRPND009_20170628_PSRE_107",20170628,"PRPND009","PSRE","PRPND009_20170628","Larva","CM","Freshly Euthanized",37,"",16.48,23.85,40.33,"N","Unknown","2017-06-28",4,NA,4,1,1.766993467,0,0,6,0,0,0,0,0,0,27,1,1,0
"521","PRNTH4_20170607_PSRE_006",NA,"PRNTH4","PSRE","PRNTH4_20170607","Metamorph","KL","Freshly Euthanized",47,"",16.48,27.04,43.52,"N","Unknown","2017-06-07",3,NA,2,NA,NA,0,0,10,0,8,0,0,0,0,0,0,0,0
"522","PRPND010_20170628_TATO_108",20170628,"PRPND010","TATO","PRPND010_20170628","Larva","KL","Freshly Euthanized",NA,"5T",16.49,17.69,34.18,"N","Unknown","2017-06-28",4,NA,2,0,0,0,0,86,0,0,0,0,0,0,7,0,0,0
"523","PRPND014_20170812_PSRE_010",20170812,"PRPND014","PSRE","PRPND014_20170812","Metamorph","CM","Freshly Euthanized",47,"",16.49,0,16.49,"Y","Unknown","2017-08-12",6,NA,4,0,0,0,0,0,0,0,1,0,0,0,18,1,1,0
"524","TGIF_20170628_PSRE_007",20170628,"TGIF","PSRE","TGIF_20170628","Metamorph","CM","Freshly Euthanized",47,"",16.49,0,16.49,"N","Unknown","2017-06-28",4,NA,6,1,14.46326756,0,0,4,0,5,29,0,0,0,1,2,2,0
"525","PRNTHMIT_20170629_PSRE_001",20170629,"PRNTHMIT","PSRE","PRNTHMIT_20170629","Larva","KL","Freshly Euthanized",40,"",16.5,26.02,42.52,"N","Unknown","2017-06-29",4,NA,3,0,0,0,0,15,0,0,2,0,0,0,2,0,0,0
"526","PRPND010_20170606_PSRE_107",20170606,"PRPND010","PSRE","PRPND010_20170606","Larva","CM","Dead on Arrival",36,"",16.5,20.05,36.55,"N","Unknown","2017-06-06",3,NA,3,0,0,0,0,40,0,31,0,0,0,0,58,0,0,0
"527","TGIF_20170606_TATO_103",20170606,"TGIF","TATO","TGIF_20170606","Larva","TR","Freshly Euthanized",NA,"5T",16.51,12.7,29.21,"N","Unknown","2017-06-06",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","PRPND009_20170812_PSRE_003",20170812,"PRPND009","PSRE","PRPND009_20170812","Metamorph","KL","Freshly Euthanized",47,"",16.52,0,16.52,"Y","Male","2017-08-12",6,NA,3,1,13.71907745,0,0,58,0,0,0,0,0,0,50,0,1,0
"529","TGIF_20170516_TATO_105",20170516,"TGIF","TATO","TGIF_20170516","Larva","TR","Freshly Euthanized",NA,"5T",16.52,13.27,29.79,"N","Unknown","2017-05-16",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"530","PRNTH4_20170629_PSRE_009",20170629,"PRNTH4","PSRE","PRNTH4_20170629","Metamorph","TR","Freshly Euthanized",47,"",16.53,0,16.53,"N","Female","2017-06-29",4,NA,1,1,11.0375728,0,0,19,0,0,0,0,0,0,0,0,0,0
"531","PRPND009_20170606_TATO_106",20170606,"PRPND009","TATO","PRPND009_20170606","Larva","TR","Freshly Euthanized",NA,"5T",16.54,20.43,36.97,"N","Unknown","2017-06-06",3,NA,1,1,5805.912422,0,0,0,0,0,0,0,0,0,121,0,0,0
"532","TGIF_20170812_TATO_109",NA,"TGIF","TATO","TGIF_20170812","Larva","AO","Dead on Arrival",NA,"5T",16.55,10.8,27.35,"N","Unknown","2017-08-12",6,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,17,0,0,0
"533","PRNTHMIT_20170812_PSRE_005",20170812,"PRNTHMIT","PSRE","PRNTHMIT_20170812","Metamorph","KL","Freshly Euthanized",47,"",16.56,0,16.56,"N","Unknown","2017-08-12",6,NA,4,0,0,0,0,2,0,0,0,0,0,0,19,1,1,0
"534","PRNTHOWL_20170607_TATO_302",20170607,"PRNTHOWL","TATO","PRNTHOWL_20170607","Larva","TR","Freshly Euthanized",NA,"5T",16.56,15.54,32.1,"N","Unknown","2017-06-07",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","PRPND014_20170606_PSRE_101",20170606,"PRPND014","PSRE","PRPND014_20170606","Metamorph","KL","Freshly Euthanized",47,"",16.57,33.72,50.29,"N","Unknown","2017-06-06",3,NA,8,0,0,1,1,78,0,8,1,0,0,0,6,1,1,0
"536","TGIF_20170812_TATO_106",NA,"TGIF","TATO","TGIF_20170812","Larva","AO","Dead on Arrival",NA,"5T",16.59,11.08,27.67,"N","Unknown","2017-08-12",6,NA,3,NA,NA,0,0,5,0,0,2,0,0,0,43,0,0,0
"537","PRNTH4_20170629_PSRE_002",20170629,"PRNTH4","PSRE","PRNTH4_20170629","Metamorph","TR","Dead on Arrival",47,"",16.6,0,16.6,"N","Male","2017-06-29",4,NA,4,0,0,0,0,15,0,4,0,0,0,0,1,0,1,0
"538","TGIF_20170606_PSRE_007",20170606,"TGIF","PSRE","TGIF_20170606","Metamorph","KL","Freshly Euthanized",47,"",16.61,20.34,36.95,"N","Unknown","2017-06-06",3,NA,4,0,0,0,0,0,0,2,17,0,0,0,2,0,1,0
"539","PRNTHMIT_20170812_PSRE_010",20170812,"PRNTHMIT","PSRE","PRNTHMIT_20170812","Metamorph","TR","Freshly Euthanized",47,"",16.62,0,16.62,"N","Female","2017-08-12",6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","PRNTHIDK_20170719_TATO_102",20170719,"PRNTHIDK","TATO","PRNTHIDK_20170719","Larva","KL","Freshly Euthanized",NA,"5T",16.63,12.78,29.41,"N","Unknown","2017-07-19",5,NA,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"541","TGIF_20170812_TATO_100",NA,"TGIF","TATO","TGIF_20170812","Larva","AO","Dead on Arrival",NA,"4T",16.65,13.91,30.56,"N","Unknown","2017-08-12",6,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,19,0,0,0
"542","PRNTH4_20170607_PSRE_001",20170607,"PRNTH4","PSRE","PRNTH4_20170607","Metamorph","KL","Freshly Euthanized",47,"",16.66,28.36,45.02,"N","Unknown","2017-06-07",3,NA,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0
"543","PRNTH4_20170812_PSRE_009",20170812,"PRNTH4","PSRE","PRNTH4_20170812","Metamorph","AO","Freshly Euthanized",47,"",16.66,0,16.66,"N","Female","2017-08-12",6,NA,2,1,75.21162384,0,0,62,0,0,0,0,0,0,0,0,1,0
"544","PRNTH4_20170629_TATO_102",20170629,"PRNTH4","TATO","PRNTH4_20170629","Larva","TR","Freshly Euthanized",NA,"5T",16.67,18.54,35.21,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"545","PRPND010_20170606_PSRE_106",20170606,"PRPND010","PSRE","PRPND010_20170606","Larva","TR","Dead on Arrival",36,"",16.67,27.07,43.74,"N","Unknown","2017-06-06",3,NA,4,0,0,0,0,81,0,25,0,0,0,0,12,0,1,0
"546","TGIF_20170628_TATO_107",20170628,"TGIF","TATO","TGIF_20170628","Larva","CM","Freshly Euthanized",NA,"4T",16.67,9.24,25.91,"N","Unknown","2017-06-28",4,NA,2,0,1.443731573,0,0,0,0,0,2,0,0,0,1,0,0,0
"547","PRPND010_20170628_PSRE_002",20170628,"PRPND010","PSRE","PRPND010_20170628","Metamorph","CM","Freshly Euthanized",47,"",16.68,0,16.68,"N","Unknown","2017-06-28",4,NA,5,1,105.9094118,0,0,148,0,30,0,0,0,0,154,2,2,0
"548","PRNTH4_20170719_PSRE_001",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","TR","Freshly Euthanized",47,"",16.69,0,16.69,"N","Female","2017-07-19",5,NA,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0
"549","PRNTHIDK_20170607_TATO_003",20170607,"PRNTHIDK","TATO","PRNTHIDK_20170607","Larva","TR","Freshly Euthanized",NA,"5T",16.7,11.49,28.19,"N","Unknown","2017-06-07",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","PRNTHMIT_20170513_TATO_008",20170513,"PRNTHMIT","TATO","PRNTHMIT_20170513","Larva","TR","Dead on Arrival",NA,"4T",16.71,11.09,27.8,"N","Unknown","2017-05-13",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","PRPND010_20170718_TATO_107",20170718,"PRPND010","TATO","PRPND010_20170718","Larva","AO","Freshly Euthanized",NA,"5T",16.71,16.27,32.98,"N","Unknown","2017-07-18",5,NA,2,0,2.2787728,0,0,64,0,0,0,0,0,0,59,0,0,0
"552","PRPND010_20170516_PSRE_204",20170516,"PRPND010","PSRE","PRPND010_20170516","Larva","DC","Dead on Arrival",30,"",16.72,24.01,40.73,"N","Unknown","2017-05-16",2,NA,2,1,2237.452868,0,0,0,0,6,0,0,0,0,85,0,0,0
"553","PRNTHIDK_20170719_PSRE_009",20170719,"PRNTHIDK","PSRE","PRNTHIDK_20170719","Metamorph","KL","Freshly Euthanized",47,"",16.72,0,16.72,"N","Male","2017-07-19",5,NA,5,0,0,0,6,38,0,0,3,0,0,0,0,1,1,0
"554","TGIF_20170718_TATO_103",20170718,"TGIF","TATO","TGIF_20170718","Larva","CM","Freshly Euthanized",NA,"4T",16.73,13.38,30.11,"N","Unknown","2017-07-18",5,NA,2,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0
"555","PRPND014_20170718_PSRE_004",20170718,"PRPND014","PSRE","PRPND014_20170718","Metamorph","CM","Freshly Euthanized",47,"",16.75,0,16.75,"N","Unknown","2017-07-18",5,NA,6,0,0,0,6,28,0,0,3,0,0,0,13,1,1,0
"556","PRNTH1_20170608_PSRE_109",20170608,"PRNTH1","PSRE","PRNTH1_20170608","Larva","CM","Freshly Euthanized",41,"",16.76,27.05,43.81,"N","Unknown","2017-06-08",3,NA,2,1,57.95476205,0,0,0,0,0,0,0,0,0,0,1,1,0
"557","PRPND015_20170514_TATO_103",20170514,"PRPND015","TATO","PRPND015_20170514","Larva","TR","Dead on Arrival",NA,"5T",16.77,13.98,30.75,"N","Unknown","2017-05-14",2,NA,0,1,3.146845956,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","PRNTHMIT_20170629_PSRE_010",20170629,"PRNTHMIT","PSRE","PRNTHMIT_20170629","Larva","KL","Dead on Arrival (Decomposed)",40,"",16.78,30.06,46.84,"N","Unknown","2017-06-29",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","PRNTHMIT_20170719_PSRE_106",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Larva","TR","Freshly Euthanized",40,"",16.78,30.3,47.08,"N","Male","2017-07-19",5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","PRPND010_20170516_PSRE_205",20170516,"PRPND010","PSRE","PRPND010_20170516","Larva","DC","Dead on Arrival",28,"",16.78,20.52,37.3,"N","Unknown","2017-05-16",2,NA,2,1,22.20542826,0,0,0,0,2,0,0,0,0,64,0,0,0
"561","TGIF_20170606_PSRE_006",20170606,"TGIF","PSRE","TGIF_20170606","Metamorph","KL","Freshly Euthanized",47,"",16.78,22.84,39.62,"N","Unknown","2017-06-06",3,NA,3,0,0,0,0,0,0,0,22,0,0,0,0,1,1,0
"562","TGIF_20170628_TATO_106",20170628,"TGIF","TATO","TGIF_20170628","Larva","CM","Freshly Euthanized",NA,"5T",16.78,9.7,26.48,"N","Unknown","2017-06-28",4,NA,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"563","PRPND009_20170606_PSRE_005",20170606,"PRPND009","PSRE","PRPND009_20170606","Metamorph","KL","Freshly Euthanized",47,"",16.79,26.9,43.69,"Y","Unknown","2017-06-06",3,NA,5,0,434.5000712,0,0,5,0,10,0,0,0,0,81,1,1,0
"564","PRNTHMIT_20170719_PSRE_006",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Metamorph","CM","Freshly Euthanized",47,"",16.82,0,16.82,"N","Unknown","2017-07-19",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"565","TGIF_20170718_PSRE_002",20170718,"TGIF","PSRE","TGIF_20170718","Metamorph","AO","Freshly Euthanized",47,"",16.84,0,16.84,"N","Female","2017-07-18",5,NA,3,0,0,0,0,50,0,0,0,0,0,0,21,0,1,0
"566","PRNTH4_20170513_PSRE_003",20170512,"PRNTH4","PSRE","PRNTH4_20170513","Larva","CM","Freshly Euthanized",37,"",16.85,25.08,41.93,"N","Unknown","2017-05-13",2,NA,3,0,0.85096488,0,0,3,0,0,0,0,0,0,0,1,1,0
"567","TGIF_20170606_PSRE_003",20170606,"TGIF","PSRE","TGIF_20170606","Metamorph","KL","Freshly Euthanized",47,"",16.85,19.83,36.68,"N","Unknown","2017-06-06",3,NA,3,0,0,0,0,0,0,3,14,0,0,0,8,0,0,0
"568","PRNTHIDK_20170719_PSRE_006",20170719,"PRNTHIDK","PSRE","PRNTHIDK_20170719","Metamorph","TR","Freshly Euthanized",47,"",16.85,0,16.85,"N","Female","2017-07-19",5,NA,4,0,0,0,0,60,0,0,1,0,0,0,0,1,1,0
"569","PRNTHOWL_20170719_PSRE_002",20170719,"PRNTHOWL","PSRE","PRNTHOWL_20170719","Metamorph","TR","Freshly Euthanized",47,"",16.86,0,16.86,"N","Female","2017-07-19",5,NA,2,1,3141.962294,0,2,9,0,0,0,0,0,0,0,0,0,0
"570","PRPND014_20170514_TATO_105",20170514,"PRPND014","TATO","PRPND014_20170514","Larva","TR","Freshly Euthanized",NA,"5T",16.86,13.76,30.62,"N","Unknown","2017-05-14",2,NA,2,0,1.76445704,0,0,0,0,0,0,2,0,0,3,0,0,0
"571","TGIF_20170628_TATO_104",20170628,"TGIF","TATO","TGIF_20170628","Larva","CM","Freshly Euthanized",NA,"5T",16.86,11.03,27.89,"N","Unknown","2017-06-28",4,NA,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
"572","PRNTH4_20170812_PSRE_007",20170812,"PRNTH4","PSRE","PRNTH4_20170812","Metamorph","AO","Freshly Euthanized",47,"",16.87,0,16.87,"N","Female","2017-08-12",6,NA,3,1,15.81131299,0,0,21,0,0,0,0,0,0,0,1,1,0
"573","PRPND014_20170812_PSRE_004",20170812,"PRPND014","PSRE","PRPND014_20170812","Metamorph","CM","Freshly Euthanized",47,"",16.87,0,16.87,"N","Unknown","2017-08-12",6,NA,4,0,0,0,2,0,0,0,5,0,0,0,32,0,1,0
"574","PRNTHIDK_20170607_TATO_004",20170607,"PRNTHIDK","TATO","PRNTHIDK_20170607","Larva","TR","Freshly Euthanized",NA,"5T",16.88,13.13,30.01,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"575","PRNTHOWL_20170607_PSRE_100",20170607,"PRNTHOWL","PSRE","PRNTHOWL_20170607","Larva","CM","Freshly Euthanized",37,"",16.89,23.72,40.61,"N","Unknown","2017-06-07",3,NA,4,1,1012.091168,0,0,18,0,2,0,0,0,0,0,1,1,0
"576","PRNTHIDK_20170719_PSRE_005",20170719,"PRNTHIDK","PSRE","PRNTHIDK_20170719","Metamorph","KL","Dead on Arrival (Decomposed)",47,"",16.91,0,16.91,"N","Female","2017-07-19",5,NA,1,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
"577","PRNTH4_20170629_TATO_104",20170629,"PRNTH4","TATO","PRNTH4_20170629","Larva","TR","Freshly Euthanized",NA,"5T",16.93,19.14,36.07,"N","Unknown","2017-06-29",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","PRNTH4_20170812_PSRE_006",20170812,"PRNTH4","PSRE","PRNTH4_20170812","Metamorph","KL","Freshly Euthanized",47,"",16.93,0,16.93,"N","Male","2017-08-12",6,NA,5,1,219.3463677,0,1,159,0,0,0,0,0,0,3,1,1,0
"579","PRNTHMIT_20170513_TATO_007",20170513,"PRNTHMIT","TATO","PRNTHMIT_20170513","Larva","TR","Dead on Arrival",NA,"4T",16.93,14.34,31.27,"N","Unknown","2017-05-13",2,NA,0,0,3.332982667,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","PRNTHOWL_20170607_TATO_303",20170607,"PRNTHOWL","TATO","PRNTHOWL_20170607","Larva","TR","Freshly Euthanized",NA,"5T",16.93,19.98,36.91,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","PRNTHIDK_20170719_PSRE_008",20170719,"PRNTHIDK","PSRE","PRNTHIDK_20170719","Metamorph","TR","Freshly Euthanized",47,"",16.93,0,16.93,"N","Male","2017-07-19",5,NA,3,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0
"582","PRPND014_20170606_PSRE_108",20170606,"PRPND014","PSRE","PRPND014_20170606","Larva","CM","Freshly Euthanized",37,"",16.95,31.65,48.6,"N","Unknown","2017-06-06",3,NA,5,0,0,0,0,23,0,18,0,0,0,0,3,1,1,0
"583","PRNTHMIT_20170719_PSRE_009",20170719,"PRNTHMIT","PSRE","PRNTHMIT_20170719","Metamorph","CM","Freshly Euthanized",47,"",16.96,0,16.96,"N","Unknown","2017-07-19",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"584","PRPND014_20170606_TATO_106",20170606,"PRPND014","TATO","PRPND014_20170606","Larva","CM","Freshly Euthanized",NA,"5T",16.96,14.63,31.59,"N","Unknown","2017-06-06",3,NA,0,1,2.462689519,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","TGIF_20170628_PSRE_005",20170628,"TGIF","PSRE","TGIF_20170628","Metamorph","KL","Freshly Euthanized",47,"",16.97,11.34,28.31,"N","Unknown","2017-06-28",4,NA,6,0,0,0,2,4,0,0,17,0,0,0,1,1,1,0
"586","PRNTH4_20170719_PSRE_007",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","KL","Freshly Euthanized",47,"",16.98,0,16.98,"N","Male","2017-07-19",5,NA,4,0,0,0,0,52,0,0,0,0,0,0,2,1,1,0
"587","PRPND010_20170606_TATO_009",20170606,"PRPND010","TATO","PRPND010_20170606","Larva","KL","Freshly Euthanized",NA,"5T",16.99,14.87,31.86,"N","Unknown","2017-06-06",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
"588","PRNTH1_20170812_PSRE_006",20170812,"PRNTH1","PSRE","PRNTH1_20170812","Metamorph","TR","Freshly Euthanized",47,"",17,0,17,"N","Female","2017-08-12",6,NA,1,0,0.724201947,0,0,8,0,0,0,0,0,0,0,0,0,0
"589","TGIF_20170606_PSRE_001",20170606,"TGIF","PSRE","TGIF_20170606","Metamorph","KL","Freshly Euthanized",47,"",17.01,22.51,39.52,"N","Unknown","2017-06-06",3,NA,4,0,0,0,0,0,0,9,20,0,0,0,0,1,1,0
"590","PRNTH4_20170812_PSRE_005",20170812,"PRNTH4","PSRE","PRNTH4_20170812","Metamorph","TR","Freshly Euthanized",47,"",17.02,0,17.02,"N","Female","2017-08-12",6,NA,2,1,2082.821296,0,5,0,0,0,0,0,0,0,1,0,0,0
"591","PRNTHOWL_20170629_PSRE_005",20170629,"PRNTHOWL","PSRE","PRNTHOWL_20170629","Metamorph","TR","Freshly Euthanized",47,"",17.02,0,17.02,"N","Female","2017-06-29",4,NA,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"592","TGIF_20170516_PSRE_102",20170516,"TGIF","PSRE","TGIF_20170516","Larva","TR","Dead on Arrival",41,"",17.02,26.02,43.04,"N","Female","2017-05-16",2,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"593","PRNTHOWL_20170513_PSRE_010",20170513,"PRNTHOWL","PSRE","PRNTHOWL_20170513","Larva","TR","Dead on Arrival",35,"",17.03,20.66,37.69,"N","Female","2017-05-13",2,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"594","PRNTH4_20170629_TATO_106",20170629,"PRNTH4","TATO","PRNTH4_20170629","Larva","TR","Freshly Euthanized",NA,"5T",17.05,14.45,31.5,"N","Unknown","2017-06-29",4,NA,0,0,2.053438822,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","PRNTHIDK_20170629_TATO_110",20170629,"PRNTHIDK","TATO","PRNTHIDK_20170629","Larva","TR","Freshly Euthanized",NA,"5T",17.05,11.45,28.5,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"596","PRNTH4_20170607_TATO_003",20170607,"PRNTH4","TATO","PRNTH4_20170607","Larva","TR","Freshly Euthanized",NA,"5T",17.06,20.08,37.14,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"597","PRNTH4_20170719_PSRE_010",20170719,"PRNTH4","PSRE","PRNTH4_20170719","Metamorph","TR","Freshly Euthanized",47,"",17.06,0,17.06,"N","Female","2017-07-19",5,NA,1,1,2.808450358,0,0,11,0,0,0,0,0,0,0,0,0,0
"598","PRNTH4_20170629_TATO_105",20170629,"PRNTH4","TATO","PRNTH4_20170629","Larva","TR","Freshly Euthanized",NA,"5T",17.08,19.56,36.64,"N","Unknown","2017-06-29",4,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"599","PRPND010_20170606_TATO_008",20170606,"PRPND010","TATO","PRPND010_20170606","Larva","KL","Freshly Euthanized",NA,"5T",17.09,14.89,31.98,"N","Unknown","2017-06-06",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
"600","PRNTH1_20170629_PSRE_103",20170629,"PRNTH1","PSRE","PRNTH1_20170629","Larva","CM","Freshly Euthanized",40,"",17.1,27.56,44.66,"N","Unknown","2017-06-29",4,NA,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
"601","PRNTH1_20170629_PSRE_005",20170629,"PRNTH1","PSRE","PRNTH1_20170629","Metamorph","KL","Freshly Euthanized",47,"",17.13,0,17.13,"N","Female","2017-06-29",4,NA,4,0,0,0,3,18,0,0,0,0,0,0,0,1,1,0
"602","PRPND014_20170514_TATO_102",20170514,"PRPND014","TATO","PRPND014_20170514","Larva","TR","Freshly Euthanized",NA,"5T",17.13,15.05,32.18,"N","Unknown","2017-05-14",2,NA,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0
"603","TGIF_20170606_TATO_104",20170606,"TGIF","TATO","TGIF_20170606","Larva","TR","Freshly Euthanized",NA,"5T",17.14,15.01,32.15,"N","Unknown","2017-06-06",3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","PRNTH1_20170812_PSRE_010",20170812,"PRNTH1","PSRE","PRNTH1_20170812","Metamorph","AO","Freshly Euthanized",47,"",17.15,0,17.15,"N","Female","2017-08-12",6,NA,1,0,1.820170296,0,0,27,0,0,0,0,0,0,0,0,0,0
"605","PRPND014_20170628_PSRE_007",20170628,"PRPND014","PSRE","PRPND014_20170628","Larva","KL","Freshly Euthanized",36,"",17.16,30.04,47.2,"N","Unknown","2017-06-28",4,NA,3,0,0,0,0,3,0,0,0,0,0,0,14,1,0,0
"606","PRPND014_20170606_TATO_105",20170606,"PRPND014","TATO","PRPND014_20170606","Larva","CM","Freshly Euthanized",NA,"5T",17.18,15.35,32.53,"N","Unknown","2017-06-06",3,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"607","PRNTHOWL_20170607_TATO_304",20170607,"PRNTHOWL","TATO","PRNTHOWL_20170607","Larva","TR","Freshly Euthanized",NA,"5T",17.19,12.15,29.34,"N","Unknown","2017-06-07",3,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"608","PRPND014_20170514_PSRE_101",20170514,"PRPND014","PSRE","PRPND014_20170514","Larva","TR","Dead on Arrival",37,"",17.2,27.06,44.26,"N","Female","2017-05-14",2,NA,4,0,0,0,0,0,0,4,0,0,0,0,22,1,1,0
"609","TGIF_20170606_TATO_102",20170606,"TGIF","TATO","TGIF_20170606","Larva","TR","Freshly Euthanized",NA,"5T",17.2,13.07,30.27,"Y","Unknown","2017-06-06",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"610","PRNTHMIT_20170629_PSRE_004",NA,"PRNTHMIT","PSRE","PRNTHMIT_20170629","Metamorph","KL","Freshly Euthanized",47,"",17.2,23.31,40.51,"N","Unknown","2017-06-29",4,NA,2,NA,NA,0,0,3,0,0,0,0,0,0,0,0,1,0
"611","PRNTH1_20170608_PSRE_108",20170608,"PRNTH1","PSRE","PRNTH1_20170608","Larva","CM","Freshly Euthanized",41,"",17.21,33.76,50.97,"N","Unknown","2017-06-08",3,NA,2,1,12.41496922,0,0,0,0,0,0,0,0,0,0,1,1,0
"612","PRPND010_20170628_PSRE_006",20170628,"PRPND010","PSRE","PRPND010_20170628","Metamorph","CM","Freshly Euthanized",47,"",17.21,0,17.21,"N","Unknown","2017-06-28",4,NA,3,0,0,0,0,83,0,0,0,0,0,0,89,0,1,0
